Sample	Subject	Time	Group	Strain4	Strain6	Strain7	Strain9	Strain13	Strain14	Strain15	Strain16	Strain21	Strain26	Strain27	Strain28	Strain29
109	2	60	High_fiber2	0.435917800965866	0.0034690840705137	0.029213339541168	0.00337779238444755	0.00113201690722026	0.000483845936150595	0.141502113402532	0.0144469093199682	0.000696099106254393	0.000714357443467623	0.223664630862067	0.062078346524982	0.0833036635353618
110	2	62	High_fiber2	0.329651482652091	0.00641483966241906	0.0236101737575146	0.00305150358941462	0.00185985802712497	0.000928815326121093	0.192890664849129	0.0114041593998561	0.000429883352377389	0.000766216959677832	0.260602861285774	0.0659302965304182	0.102459244608082
111	2	63	High_fiber2	0.415761607385284	0.00622228255950765	0.0265861163906236	0.0039313512535071	0.00158951036292877	0.000814553353244638	0.183557335505476	0.01371730473346	0.000554348809847045	0.000514752466286542	0.195153407548194	0.0718390804597701	0.0797583491718708
112	2	65	High_fiber2	0.320502101378995	0.00398537395627794	0.0195088235621997	0.00390176471243994	0.00141857017045138	0.000883471009888187	0.175300714580337	0.0126807353154298	0.00063821722796339	0.000771992018104188	0.245253781924796	0.104232857318038	0.110921596825078
113	3	1	High_fiber1	0.441565077501151	0.147348346513971	0.0993521424377589	0.0760739834607961	0.000832734140722279	0.006791462876784	0.105111686926904	0.00295176655068704	0.0031917475710681	0.00662347616251726	6.28750273398377e-06	0.110151288354907	0
114	3	2	High_fiber1	0.204846741405005	0.0308957696162174	0.147209255230212	0.0493293800595068	0.000838599461011616	0.000633493091290509	0.327131678289361	0.0187711272542229	0.00454349553179668	0.00238598422498351	0.0869754858943936	0.0911295389520363	0.0353094509899628
115	3	3	High_fiber1	0.181246278919056	0.0121445544450123	0.0721823843369495	0.0115649878554456	0.000508437962665374	0.000932575330484676	0.33193359220641	0.0201794548912786	0.000840371554871784	0.00123289619962381	0.174396855587812	0.0418868580641422	0.150950752646248
116	3	4	High_fiber1	0.148208797078732	0.0124346523989247	0.0718057392050579	0.0245190328992881	0.000229865933430826	0.000641435414240304	0.22548753469881	0.0163095352767586	0.000650192211704335	0.000794679369860854	0.210163139136755	0.0632678616776273	0.22548753469881
117	3	5	High_fiber1	0.189442910963144	0.00269070185317168	0.0601579682619685	0.0177411317310751	0.000420011996592653	0.000177630073558976	0.206505898324721	0.0156848229977569	0.000206943410821172	0.000332509497302517	0.249382122976888	0.0966902617156003	0.1605670861974
118	3	6	High_fiber1	0.195938757235542	0.00197769960574192	0.051273693482198	0.0158399088793219	0.000333279007634287	0.000272849297458839	0.205094773928792	0.013459344539077	0.000294823737522638	0.000397371124487034	0.25087485739504	0.12323998469114	0.141002657076044
119	3	7	High_fiber1	0.235270623276342	0.00137642577239623	0.0459426098996321	0.00915147148807187	0.000513149312185407	0.000264911016759975	0.154685803492713	0.0150795501847986	0.000185067206813437	0.000298256459429063	0.248238295425431	0.117450059178898	0.171543777286529
120	3	8	High_fiber1	0.301173815414762	0.00207771809368412	0.0480353173952658	0.00890178302523379	0.000449854559733442	0.000444136069567339	0.134384518903422	0.0171173472305352	0.000226833443255422	0.000545162729168493	0.25923822086334	0.129047261415059	0.0983580308569729
121	3	9	High_fiber1	0.332361127281376	0.00118018052980752	0.0437841005999417	0.00473664361035733	0.00082194697944436	0.000294547585854153	0.150060053874346	0.0181305980211577	0.000186082427549752	0.000254743858036024	0.242802739690586	0.164389395888872	0.0409978396526727
122	3	10	High_fiber1	0.263944892077176	0.00185468419700658	0.0443050354558116	0.00747058310611292	0.000754128263077645	0.000674002135125645	0.167793538534776	0.0178398467234305	0.000450120307024469	0.000487826720178351	0.261588241255058	0.147762006546776	0.0850750946784468
123	3	11	High_fiber1	0.295442629823794	0.00334775385382786	0.0406736449530488	0.00621278752579536	0.00137664644456473	0.000625748383893058	0.157331022235969	0.0189512367693326	0.000344608574272534	0.00146603907083516	0.273988399518889	0.137217681325121	0.063021801520658
124	3	12	High_fiber1	0.296136612785744	0.00123604847075789	0.0448803313787091	0.00875534333453505	0.00100796809817756	0.000331084411810149	0.150459471589279	0.0200490004929479	0.000553646710860304	0.000380747073581671	0.286939823568796	0.126363883840873	0.0629060382439283
125	3	13	High_fiber1	0.286809187534646	0.00289219348774433	0.0412137572003567	0.0126774481212793	0.000684485792099491	0.000939962883516907	0.137138174543877	0.0184859367091658	0.000588079342508014	0.000390446120845485	0.267527897616351	0.122918223229134	0.107734207418476
126	3	14	High_fiber1	0.370441272627373	0.00136491448773442	0.047734714325138	0.0112624091610873	0.000855246964992057	0.000385358370853979	0.152651638518931	0.0185469254617463	0.000472374777175845	0.000459943861987007	0.258563035927831	0.117596457686408	0.0196657078287418
127	3	15	High_fiber1	0.370930101931592	0.00163421204908147	0.0398484909503653	0.010110494778364	0.000860557836481294	0.00047902973163737	0.121877033491809	0.0160665724150941	0.000360332099019261	0.000771534612017711	0.245873667566084	0.0964418265022139	0.0947461460362409
128	3	16	High_fiber1	0.393134719317271	0.00160566820754863	0.0377674365186816	0.00773017706522723	0.0010998937652809	0.00115069207170954	0.142235258000181	0.0156370438919454	0.000324667436739544	0.0010998937652809	0.234113933975453	0.0843693611119087	0.0797312548727723
129	3	17	High_fiber1	0.421375304165827	0.00206520204019735	0.0344972089674221	0.00757086398144096	0.00100018753516284	0.000509354763277374	0.153501003660409	0.0152111854306016	0.000509354763277374	0.000497778518657433	0.218791023316872	0.0838120110483679	0.0606595218084872
130	3	18	High_fiber1	0.40190005631142	0.00202539463406659	0.0345134511634666	0.00751575811520227	0.00101042669524623	0.000703892753991753	0.166209514813537	0.0151223411018873	0.000429147517756262	0.000685727779695192	0.225699805634775	0.0706163375778823	0.0735681459010736
131	3	19	High_fiber1	0.425310533650797	0.00440500195566897	0.0336704172473548	0.00729103771972795	0.000827836574427445	0.000703787668779296	0.175693756162889	0.0160504094246789	0.000193668189430274	0.000668345124308396	0.209364173410244	0.0784799198998495	0.0473411129718447
132	3	20	High_fiber1	0.469829138803189	0.00228202724561549	0.0317693989095489	0.00736065650791662	0.00155491072127722	0.000803184099192118	0.131104702542223	0.0161979188806433	0.000248338259081685	0.00169138489969148	0.232677287788246	0.0561557684950478	0.048325282848328
133	3	21	High_fiber1	0.425866294468684	0.00113472761042301	0.0414876196546911	0.00167873745755075	0.00215405919266741	0.000359925706938049	0.165950478618764	0.0160180677209834	0.000321460364211845	0.000763811805563188	0.215955424162829	0.0678638546669451	0.0604455385697487
134	3	23	High_fiber1	0.523632748032812	0.00181947098830078	0.0220048003064372	0.00493070525384982	0.00158719809617728	0.000894454382826476	0.110431497834157	0.0153626105843089	0.000409533783480915	0.00128361335120884	0.209860595515096	0.0592907119367892	0.0484920599345561
135	3	25	High_fiber1	0.485586345512206	0.00267823396751578	0.00868548772642967	0.00675816047877812	0.00109882683340133	0.000648282801482791	0.106128149740812	0.018672547100624	0.000310374777543884	0.000488089367911753	0.242292568276193	0.0708355339071929	0.0558173995099082
136	3	27	High_fiber1	0.455237298189627	0.00214283415107441	0.0184853933204273	0.0082080664370554	0.00132892504218992	0.00073803622585288	0.163931410913739	0.0151745766063209	0.000390860306526447	0.00075183129549499	0.209685058560071	0.075642965204236	0.0482827437473847
137	3	29	High_fiber1	0.378218949169821	0.00180432686927485	0.0284776620551394	0.00433839382871265	0.00106123787502356	0.000536180980881922	0.179320278253456	0.0137716193844776	0.000193781591015832	0.000487234999224651	0.210467721126265	0.0774236437124103	0.103898970154298
138	3	31	NA	0.434637485922308	0.00206512838615019	0.045144667046074	0.00547499153537493	0.00114542586069028	0.00061473589169122	0.162328696399713	0.0163769483645864	0.000465854542922253	0.000605130643383545	0.190904310115047	0.0669966069460353	0.0732400183460243
139	3	33	NA	0.464622860131353	0.00254054864406799	0.0400536948389098	0.00357050079706853	0.00214230047824112	0.000585928335929194	0.130689484302957	0.0167538883554754	0.000225445082379006	0.00121992110566508	0.213543413055445	0.056304051030696	0.0677479638418131
140	3	35	Low_fiber	0.426258316561141	0.000703728352813204	0.0542876157884472	0.00317683084984247	0.00177339544908927	0.000363928091026257	0.14939147604006	0.0139941409587997	0.00035588548127982	0.000444354188490623	0.181360849782146	0.0633355517531884	0.104553926703676
141	3	36	Low_fiber	0	0.00464613147488074	0.0673866397120108	0.00578106435424092	0.00330194534588853	0.000801546346048128	0.181234594172829	0.0254650564806441	0.000734159706336117	0.00131581280700821	0.411413168768066	0.0755439697824121	0.222375911049636
142	3	37	Low_fiber	0.32966448662732	0.00561493061094273	0.0580634869995215	0.00635933429042378	0.00395597383952784	0.000610411017174456	0.0461530281278247	0.0250970383367895	0.000825224650396129	0.00278619662891477	0.359440633806561	0.0563619928749934	0.10506726218961
143	3	38	Low_fiber	0.155561155109257	0.00558104278035889	0.038942350743549	0.00326949147953861	0.00431073080423243	0.000393588464734265	0.0276969660368557	0.0160767351732726	0.000520619662346912	0.0017034675351991	0.381093592837939	0.0483135046657934	0.316536754706922
144	3	39	Low_fiber	0.189748482330868	0.0140877092704776	0.0648077123302516	0.00620454163948638	0.00784067077044683	0.00156813415408937	0.0138327281072111	0.0250731477212121	0.000563083402213661	0.00312351925001541	0.382471744899846	0.0505712640478685	0.240107262076014
145	3	40	Low_fiber	0.188480735573495	0.00959855597827984	0.073298063834137	0.00772870741108247	0.00660679827076405	0.00259285667984702	0.0188231422431202	0.0213412049802793	0.000752925689724808	0.0028671011363693	0.446270524704439	0.0468708707510808	0.174768512747381
146	3	41	Low_fiber	0.15070209967962	0.0108999761700926	0.056485706468496	0.00578095902138514	0.00714897222491902	0.001661474100421	0.0150260805097835	0.0159527991315323	0.000372893921608431	0.00275809113615703	0.403784542333389	0.0425849271422645	0.286841478160331
147	3	42	Low_fiber	0.18255002503285	0.00876601605355765	0.047535303548158	0.00663325338485702	0.00634406522638914	0.00198816858946668	0.011621749118428	0.0111518183609177	0.000294610436439154	0.00249424786678547	0.477160461472004	0.0392211439922064	0.204239136917941
148	3	43	Low_fiber	0.182195455235589	0.0119270543381075	0.0347520960912327	0.0062081414376571	0.00799635609089529	0.00139177083860519	0.0135971793444338	0.00887359346795553	0.000396443814632994	0.00236179293823911	0.394756819677109	0.0268232197985728	0.30872007692697
149	3	44	Low_fiber	0.134902053509037	0.0109357220215463	0.043489550896497	0.009922373262793	0.0102390447499034	0.00205625352297029	0.0314560343863012	0.0128146395117348	0.000470784944170817	0.00270226335667554	0.502452092881858	0.0462340371181206	0.192325149838392
150	3	45	Low_fiber	0.148565713125885	0.014019581379485	0.0359905671234539	0.00709348968305284	0.0132662904396917	0.00171164441319682	0.0265744303760387	0.0104414494154672	0.000470806837370764	0.0025946687926211	0.45825198837421	0.0215524907774172	0.25946687926211
151	3	46	Low_fiber	0.110051533978712	0.0165920146414295	0.0334730048644223	0.0102827144439628	0.00996965756393585	0.00272118672638829	0.0462360930501373	0.012450031305688	0.000385300775417811	0.00337138178490584	0.505707267735876	0.0284159321870635	0.22034388094206
152	3	47	Low_fiber	0.127886762373084	0.0105859178767311	0.0435797517380397	0.00519787584366437	0.0139613677386229	0.00206013371852551	0.0410442025460083	0.0164810697482041	0.000470661318770829	0.00263063228673258	0.461153009300711	0.0229784145527846	0.251970200958121
153	3	48	Low_fiber	0.141322484617187	0.0102843590290726	0.04967275449416	0.00587677658804146	0.0237869528563583	0.00194493320413753	0.0619160390525797	0.0139573443965985	0.000892010732113436	0.00356804292845374	0.475739057127166	0.0291390172490389	0.181900227725093
154	3	49	Low_fiber	0.143372269213802	0.0117958455607342	0.0613767573891862	0.00601779925964286	0.0129226844659263	0.00148167328384832	0.0589792278036711	0.0186767554711625	0.000762414408193797	0.00299691198189386	0.481903446688532	0.0345244260314172	0.165189788441989
155	3	50	High_fiber2	0.300620521678911	0.0125520872271692	0.0716137891957614	0.0064531106747829	0.00747616480615092	0.00145588472540834	0.161327766869572	0.0210513061646881	0.000554810125088042	0.00196741179109235	0.305342309977532	0.028527470970839	0.0810573657930047
156	3	51	High_fiber2	0.342472652551421	0.00520903782452162	0.0748259577003105	0.0080006216310332	0.00139003606035577	0.00240882025366	0.212678395155883	0.0145622825370604	0.000526659625352186	0.000920934864003822	0.256135009051063	0.0371251867051541	0.0437444060401815
157	3	52	High_fiber2	0.423838130689566	0.00266178536181853	0.0702301830079813	0.00317366716216825	0.00149264732981978	0.000763727646121779	0.18161566276408	0.0164416434272329	0.000450455984307752	0.00100738338308824	0.214990356146881	0.0341937042633611	0.0491406528335729
158	3	53	High_fiber2	0.387828017665566	0.00414491193880074	0.0647188004479414	0.00465393621198679	0.000770808185110313	0.00135255021160866	0.131376740984211	0.0160706234820169	0.000504176422965236	0.000751416784227034	0.259359986813847	0.0336925590346961	0.0947754718170227
159	3	54	High_fiber2	0.431833389272147	0.00282188155365957	0.059216756845735	0.00339908459872631	0.000968418442278627	0.00133611815987669	0.159265284657302	0.015776883231824	0.000743950591419342	0.000763190692921567	0.22874342897089	0.0399766553435106	0.0551549576397099
160	3	55	High_fiber2	0.414343490753835	0.00567470432988948	0.0480398250149374	0.00293042932591118	0.00141116985981379	0.000780647156492732	0.163935902863474	0.0135412256760855	0.000501415673593409	0.000852706894015138	0.269023020083649	0.0369306154802331	0.0420348468880702
161	3	56	High_fiber2	0.34220051558211	0.00427267310416081	0.00866134638309522	0.0022813367705474	0.00157373570442846	0.000382800576752869	0.177673601028226	0.0115806841148974	0.000179026936400584	0.000726934428581206	0.282267091949085	0.0506534096511372	0.117546843770578
162	3	57	High_fiber2	0.395807428483946	0.00373403234418816	0.0220307908307102	0.00429413719581639	0.00180353762224288	0.000453684929818862	0.160563390800091	0.0145440559806129	0.000647854611716647	0.000687061951330622	0.240845086200137	0.0651588644060835	0.0894300746433066
163	3	58	High_fiber2	0.360738439847554	0.0066364858017756	0.0225254995263587	0.00784812636309563	0.00166049831471813	0.000726984336792016	0.175687881391404	0.0136309563148503	0.000729738065340471	0.000886700592602384	0.264082567796797	0.0787566364858018	0.0660894851629106
164	3	59	High_fiber2	0.407461934982913	0.00242170772678524	0.0271000626568825	0.00271000626568825	0.001343471191288	0.000424759847317094	0.14299607529589	0.0137998900621572	0.000688072512848505	0.000703448434923332	0.257546694753351	0.080531391866906	0.062272484403049
165	3	60	High_fiber2	0.403369373673275	0.00342525948594066	0.0243373700316837	0.00241120240128718	0.0013746107147525	0.000387595152356443	0.13746107147525	0.0148728372415845	0.000678291516623776	0.000651249994366349	0.245627160504955	0.0878849473366354	0.0775190304712887
166	3	62	High_fiber2	0.332037316710046	0.00317042083052173	0.0165804440731339	0.00242065914762808	0.00128744791834024	0.000835448732367212	0.201793001510234	0.0107751464713002	0.000447714833499352	0.000503411415657166	0.229212857341774	0.0906140548182899	0.110322076197209
167	3	63	High_fiber2	0.35046001121472	0.00404976012959232	0.0227928807293722	0.00303732009719424	0.00184316005898112	0.000999460031982721	0.143558804593882	0.0117079603746547	0.000433532013873025	0.000846296027081473	0.227409607277107	0.0970904031068929	0.135770804344666
168	3	65	High_fiber2	0.312240337322784	0.00492875243211998	0.0265791361522701	0.00402557790267391	0.00138056678072471	0.000965106497179515	0.204633543385924	0.0131863481299126	0.000552226712289883	0.00108122893667972	0.25804986555602	0.0874789044234908	0.0848984057679306
169	4	1	High_fiber1	0.574193679241699	0.00064275411855414	0.054277014455683	0.29709523702058	0.000206823991925866	0.00173686446258185	0.00645610803525492	2.6281501736436e-05	3.28518771705449e-05	0.00762734887350913	0	0.057705036421305	0
170	4	2	High_fiber1	0.686827027602462	0.023315277641984	0.0815771565351584	0.0447358600354094	0.00213942671816399	0.00223152995941336	0.0792087874744602	0.00138681166109769	0.00268415160212457	0.00431569473282773	8.99980243065296e-07	0.0715773760566551	0
171	4	3	High_fiber1	0.640746872095474	0.019831481136339	0.062369277283818	0.0238270129623336	0.000828341963925707	0.000842959763289102	0.191493171660472	0.0180042562159146	0.00121327734716177	0.00153486893315646	0	0.0392244282917762	8.40523463395203e-05
172	4	4	High_fiber1	0.499252303839532	0.00957357439780201	0.0504738592892713	0.000378553944669535	0.000551372049844758	0.000307232186978173	0.228778253517676	0.0282543886238856	0.000652868397328618	0.00100399089673224	3.78553944669535e-07	0.0249626151919766	0.155810609110359
173	4	5	High_fiber1	0.223105093722322	0.00493757174631369	0.0721042223271205	0.00417995491751423	0.00124092411613704	0.000187575476923451	0.279534485108764	0.0153090848853959	0.000488532230984476	0.000770679187916687	1.17038737690399e-06	0.0689692561389848	0.329171449754246
174	4	6	High_fiber1	0.184118226879611	0.00103947890375461	0.0713326616139295	0.00576553076171583	0.00100581157083948	0.000110891777789206	0.239879747020294	0.0140771535751383	0.000410320619903134	0.00102264523729704	5.09218410341325e-06	0.106683361174815	0.37454907868081
175	4	7	High_fiber1	0.25011141774377	0.00263897086438309	0.0758211778199619	0.0121510822636147	0.000984690621038466	0.000116587369530954	0.204815649176001	0.0136478120075931	0.00041750882332031	0.000462804591888079	5.41579841571157e-05	0.182758579264739	0.256019561470001
176	4	8	High_fiber1	0.276606454851654	0.00130302214268961	0.0733807206672571	0.0265176436056131	0.000665227093899433	0.000202539933056666	0.198425126290278	0.0137617426298096	0.000377190620252256	0.000594360977367191	0.00262890432297027	0.200253929297561	0.205283137567591
177	4	9	High_fiber1	0.325677185961673	0.00161198492044339	0.0599808342490564	0.00548262313057781	0.000789591450856718	0.000419397239475824	0.193297610372936	0.0158855490706485	0.000363165207367333	0.000243672139136791	0.00988746564574288	0.197046412513502	0.189314508098584
178	4	10	High_fiber1	0.227683900902121	0.00166557952732002	0.0621515513273356	0.0143584442010346	0.000820482525773407	0.00051895519755168	0.180711276301593	0.0124097982023228	0.000463572627061975	0.000773304780541436	0.0287168884020693	0.166147711469115	0.303578534536161
179	4	11	High_fiber1	0.374527519129713	0.00492647736701392	0.0570434221443717	0.00639577763436895	0.00104579607264681	0.000659744629851572	0.155284871393012	0.0185247072923389	0.000290979072554623	0.000723126210011985	0.0518576564948834	0.182077993915368	0.146641928643865
180	4	12	High_fiber1	0.339124881636608	0.00125300037435864	0.0537314747528132	0.0068265398251525	0.00104600206998304	0.000372156525951862	0.168901807931999	0.0181894254695999	0.000497676774349827	0.000464645130034573	0.102177886415186	0.151284930963863	0.156129572130101
181	4	13	High_fiber1	0.35884717451259	0.000894224007454761	0.0541164690595599	0.00761103281425897	0.000923163295721905	0.000341483601552303	0.179134194373624	0.0188684159501781	0.000561422192382601	0.000755315423772468	0.172767550954852	0.135725261972907	0.0694542918411465
182	4	14	High_fiber1	0.372103482246113	0.00125819163061635	0.0578232749389643	0.00444382575919818	0.00121535957510601	0.000449736582858611	0.150715295327023	0.0188728744592453	0.000342656444082752	0.000594294770206022	0.201310660898617	0.131440870347368	0.0594294770206022
183	4	15	High_fiber1	0.413276139715837	0.00189299473191679	0.0439402792226608	0.0067454266482355	0.000764798373497124	0.000448903393139616	0.136571138124486	0.0171010816434139	0.000410900989487585	0.000961935842442034	0.184786687758001	0.113294665887617	0.0798050476692651
184	4	16	High_fiber1	0.383689907170837	0.00219803753022673	0.0371792545708176	0.0108860857383354	0.000666252241909051	0.00121055652882582	0.193629557804818	0.0151691358648936	0.000538355606185438	0.00058891939240175	0.199280804499582	0.108563423346787	0.0463997097043803
185	4	17	High_fiber1	0.367854282239165	0.00286867008810703	0.0355988015070159	0.0137055385802011	0.000795039900323356	0.000486516953929218	0.185707081194933	0.0175917410780504	0.000593313358450266	0.00071494259693257	0.211219555608295	0.0940401673143671	0.0688243495802308
186	4	18	High_fiber1	0.414013762942955	0.00426072416232555	0.0363769374236285	0.00574795806804296	0.000731558299569104	0.000926506527750981	0.144100906810727	0.0188516946427423	0.000215045983664544	0.000554698051321628	0.20499710592321	0.104709306064699	0.0645137950993633
187	4	19	High_fiber1	0.391170221277882	0.0022640458261841	0.0370426345907085	0.0074974292411594	0.00153801018820622	0.00101644989316904	0.192029017718233	0.0178693669265578	0.000536377348873459	0.00113202291309205	0.223441171851154	0.0779377031788507	0.0465255490459299
188	4	20	High_fiber1	0.387871044285747	0.00278354514134477	0.0351365534235324	0.00887540213100915	0.0013347327112186	0.00100618312076479	0.182983869127746	0.0162221360286568	0.000342239156722718	0.00112710762280682	0.255538570352963	0.0595496132697529	0.0472290036277351
189	4	21	High_fiber1	0.415360602659856	0.00222385614591799	0.0394721566502844	0.00652709518465488	0.00137765566348052	0.000944235904183275	0.166402229015905	0.0160210518168802	0.000647549759426235	0.000933916386104769	0.221869638687873	0.073784554261316	0.0544354578641177
190	4	23	High_fiber1	0.417498244335418	0.00106184524570858	0.0255808172829793	0.00255808172829793	0.00139487852731718	0.000649173570671834	0.15372623216281	0.0164344684619896	0.000294420727219196	0.000468177221971509	0.19475207120155	0.0803623788229445	0.105219210711123
191	4	25	High_fiber1	0.433961130435363	0.00214087491014779	0.00776679151394573	0.00814511660201759	0.00138199929230954	0.000865696819176186	0.168688480446157	0.0145321342653483	0.0006898869253075	0.000638701766333073	0.219873639420584	0.0912431094761533	0.0500724381271573
192	4	27	High_fiber1	0.440451924160325	0.00243785018488738	0.018258268716646	0.00563368740205066	0.00171059235662266	0.00104223216937937	0.173363925963104	0.016901062206152	0.000402040419146343	0.00126501889846047	0.193593985270468	0.0926997654337427	0.0522396468190152
193	4	29	High_fiber1	0.42554866720782	0.00127102201042688	0.0286823551025535	0.0031494350700843	0.000757364147805987	0.000618639031623703	0.152785094173733	0.0155409623398803	0.000187466373219304	0.000275575568632377	0.185216776740672	0.100856908791985	0.0851097334415639
194	5	1	High_fiber1	0.408483077444541	0.022544694438196	0.176786118762883	0.0174777185595123	0.000779019639498059	0.000950895032739751	0.204911183111524	0.00279018495522227	0.00330357898698317	0.00170312889666768	1.79241481523479e-06	0.160268223827967	3.83929449838585e-07
195	5	2	High_fiber1	0.164466756655388	0.0248705827137416	0.249708673214583	0.0368044510320289	0.000610733260994703	0.000226643213439742	0.360021741702953	0.0138392758649046	0.00111315914565537	0.000919609852762139	0.0490391731734663	0.0856430549900618	0.0127361451800209
196	5	3	High_fiber1	0.188657726413032	0.0196736268853892	0.120940532423468	0.0170124599636941	0.000634403185796972	0.000995561553741315	0.251860440803292	0.0194360226959522	0.000586882347909558	0.0012236615756009	0.165134911658762	0.0572626096543334	0.156581160839028
197	5	4	High_fiber1	0.169929267709145	0.00881341929995685	0.0918149713614995	0.0224936455451335	0.000871117545656988	0.000261744239070644	0.237205716657771	0.0220846701715856	0.000646181090205653	0.000709572273105575	0.233115962922293	0.0550071877421901	0.157046543442387
198	5	5	High_fiber1	0.231166735943301	0.00510768407036627	0.0689097031907174	0.010875844529142	0.000904852652120922	0.000201665457261013	0.188676088288961	0.0212233079475564	0.000332439782166081	0.000361060425663823	0.29060961090015	0.0587823985684394	0.122848608244154
199	5	6	High_fiber1	0.145665114104339	0.00539500422608664	0.0553487470602222	0.0395633643246354	0.000879185873880786	0.000545494871748761	0.154456972843147	0.015605549261384	0.000435596637513662	0.000643404207703666	0.321702103851833	0.0997076706969346	0.16005179204057
200	5	7	High_fiber1	0.241776778183863	0.00226782869459282	0.0459188454690282	0.00757192390591322	0.000931496579514572	0.000401087058382532	0.157998313185268	0.0198669290600693	0.000268016118451879	0.000273638834223597	0.303626651672758	0.0766563583544185	0.142442132883516
201	5	8	High_fiber1	0.269834632470935	0.0028949146000193	0.0416367346792899	0.0131522046025568	0.000888131207536785	0.000427089252718897	0.147604904914564	0.0177447543075257	0.000457467986175889	0.00053609529629987	0.314509240495924	0.0970332486302765	0.0932805815561774
202	5	9	High_fiber1	0.235259150296341	0.00181356090164203	0.0453390225410507	0.0124934195446451	0.000750612706512951	0.000332486165301039	0.173799586407361	0.0163472364606344	0.00035263684198595	0.000425683044968754	0.250624041268586	0.121911593943714	0.140550969877257
203	5	10	High_fiber1	0.236893663871192	0.002990297068538	0.0485437835801623	0.0115534204920786	0.000899030871904606	0.000922331888023083	0.157864384202688	0.0157281858799726	0.000500971846547275	0.000607768170423632	0.271845188048909	0.145243000471846	0.106407973607716
204	5	11	High_fiber1	0.305732656789672	0.00242349057211325	0.0457582135993411	0.00386402692616658	0.0018337180412773	0.000406739676438587	0.161340071653973	0.0219978375007203	0.000433855654867827	0.000660951974212705	0.251500699931193	0.115242908324266	0.0888048293557582
205	5	12	High_fiber1	0.313225081149237	0.00301254695882387	0.0440909190662301	0.0102147287610452	0.00129280160881978	0.000794035556034371	0.126287564565266	0.0209481742169872	0.000484800603307417	0.000434923998028877	0.265343540081838	0.125888551723037	0.0879823317113461
206	5	13	High_fiber1	0.367944921475601	0.00371482853412866	0.0513000130903482	0.0118697616495254	0.00084025883510053	0.00149300727752599	0.142755553668659	0.0332565602102947	0.000465238049750399	0.000760655366512059	0.247655235608577	0.120466582463887	0.017477383770091
207	5	14	High_fiber1	0.351288056206089	0.00202441001621329	0.0414339758602054	0.0114168618266979	0.000718339038011169	0.000556206088992974	0.135110790848496	0.0207620248603855	0.000641776256530355	0.000315258511979824	0.265717888668708	0.110340479192938	0.0596739326247523
208	5	15	High_fiber1	0.379957472229915	0.00345623965703116	0.0389113073970395	0.00528736000512714	0.00100024949014743	0.000636314320963352	0.0949893680574789	0.0233467844382237	0.000391401974405515	0.000652336624009192	0.267801350909037	0.0913271273612869	0.0922426875353349
209	5	16	High_fiber1	0.400680128834072	0.00254020927831344	0.0398111666469751	0.00796223332939502	0.00122001962305246	0.000565061720150615	0.144861277347703	0.0172086978409505	0.00044691245139185	0.00123286193487407	0.234243767626073	0.0837318730768638	0.0654957902901849
210	5	17	High_fiber1	0.456131504444876	0.00238651082494366	0.0352202807229588	0.00406091761341219	0.00125676739410339	0.000656290476859506	0.134145003627881	0.016936528435084	0.000267520165054168	0.000585080073211993	0.198234366910643	0.0885318531833937	0.0615873761275783
211	5	18	High_fiber1	0.397207059793402	0.00229580684245369	0.0379719956532058	0.0117413407611886	0.00116164328807504	0.000756941755455352	0.146891667395296	0.0181616058157109	0.000814399380456913	0.000779425173934224	0.277295494572753	0.0701982288062554	0.0347243907618132
212	5	19	High_fiber1	0.49127782690556	0.00134105568966112	0.0219614466405891	0.00398333373166671	0.00181905573746113	0.000329288921817781	0.127732234995446	0.0193590019359002	0.000634677841245562	0.000945377872315565	0.215100021510002	0.0655922287814451	0.0499244494368894
213	5	20	High_fiber1	0.478188017308074	0.00241037862382931	0.0307128889165348	0.00637584023077431	0.000975814571905093	0.000482075724765863	0.131015741327497	0.0168726503668052	0.000614257778330696	0.000730889002064373	0.204104641533934	0.0692011927486481	0.0583156118668382
214	5	21	High_fiber1	0.466255380341692	0.00196808850017914	0.00819627879126974	0.00355826474471291	0.00150674107120947	0.00044662357485362	0.149201721709341	0.018748374241108	0.000451531526225638	0.000711652948942582	0.204906969781743	0.0549690553665994	0.0890793174021232
215	5	23	High_fiber1	0.458163619794682	0.00284464225476918	0.0124610435054048	0.00609206571375347	0.00176720253349377	0.000780388583166767	0.14852556905432	0.0186538045202121	0.000427955029478549	0.00112275260674961	0.22278835358148	0.0659554221902235	0.0604171806322658
216	5	25	High_fiber1	0.512757627451108	0.00158664624343362	0.029024016648176	0.00297496170643803	0.000907000520255498	0.000461965598316801	0.127705673251974	0.0209698520283071	0.00021937319249913	0.000333776191454023	0.203168116537232	0.0742531092582501	0.0256378813725554
217	5	27	High_fiber1	0.462351919701299	0.00319883014211945	0.0325259199324751	0.00771482563687633	0.00154027703481886	0.000860189618048929	0.162360790406735	0.0179564582767714	0.000534930418724177	0.0010187870788767	0.183327912346678	0.060213273263425	0.0663958861431517
218	5	29	High_fiber1	0.420895474976573	0.00254390283932381	0.043942546444095	0.0154857769095154	0.000926499473218871	0.00117533076031194	0.176829042317202	0.0163593335556932	0.000497662574186136	0.000775612416151798	0.195623745916784	0.0749141002631259	0.050030971553819
